cardholder_id,Token,SubBIN,card_network,card_type,home_country,account_open_date,avg_txn_amount,std_txn_amount,usual_online_ratio,risk_segment,prior_chargebacks
CH0000779,653228232,408594,VISA,DEBIT,GBR,2024-12-02,81.54,37.08,0.13,LOW,0
CH0000780,485112891,477394,VISA,CREDIT,IND,2018-12-03,24.49,36.87,0.117,LOW,0
CH0000781,649888791,420146,VISA,DEBIT,FRA,2023-06-01,28.93,47.16,0.527,HIGH,0
CH0000782,460705560,443301,VISA,PREPAID,GBR,2019-10-16,55.99,27.06,0.253,LOW,0
CH0000783,671166204,549302,MASTERCARD,PREPAID,GBR,2018-12-19,22.79,13.2,0.496,LOW,0
CH0000784,974316358,528539,MASTERCARD,DEBIT,IND,2021-02-02,35.2,52.7,0.434,LOW,0
CH0000785,470629806,469736,VISA,CREDIT,GBR,2022-11-03,46.1,17.45,0.383,LOW,0
CH0000786,238099323,469736,VISA,PREPAID,GBR,2019-03-09,105.51,17.27,0.205,LOW,0
CH0000787,856103444,535660,MASTERCARD,CREDIT,IND,2021-09-27,37.88,19.7,0.279,LOW,0
CH0000788,295865673,443887,VISA,CREDIT,USA,2019-10-10,46.63,9.52,0.419,HIGH,0
CH0000789,954228422,519127,MASTERCARD,DEBIT,GBR,2020-05-27,151.33,23.79,0.359,LOW,0
CH0000790,629475622,420146,VISA,DEBIT,AUS,2022-10-19,16.26,39.31,0.115,LOW,2
CH0000791,641416000,465456,VISA,CREDIT,GBR,2021-04-17,79.98,20.9,0.41,MEDIUM,0
CH0000792,385336819,443301,VISA,DEBIT,GBR,2023-08-11,91.06,60.52,0.319,LOW,0
CH0000793,928411386,519127,MASTERCARD,CREDIT,IND,2024-12-07,93.08,58.31,0.834,LOW,0
CH0000794,132453850,485858,VISA,CREDIT,USA,2020-04-21,44.65,46.23,0.24,LOW,0
CH0000795,368804181,549302,MASTERCARD,DEBIT,USA,2023-07-28,28.45,8.49,0.174,LOW,0
CH0000796,476560039,443887,VISA,DEBIT,IND,2021-06-15,224.89,64.09,0.141,LOW,0
CH0000797,529547881,443301,VISA,DEBIT,IND,2024-04-15,33.61,23.52,0.481,LOW,0
CH0000798,233132002,528539,MASTERCARD,CREDIT,AUS,2020-07-16,27.29,74.22,0.484,MEDIUM,0
CH0000799,185717905,443887,VISA,DEBIT,USA,2023-11-01,67.77,18.87,0.585,LOW,0
CH0000800,615212139,408925,VISA,DEBIT,USA,2023-04-15,36.92,24.93,0.203,LOW,0
CH0000801,415781835,546786,MASTERCARD,PREPAID,CAN,2023-12-21,154.57,28.61,0.55,HIGH,0
CH0000802,609194709,535017,MASTERCARD,CREDIT,GBR,2018-10-07,53.94,15.5,0.195,LOW,0
CH0000803,630742916,469736,VISA,CREDIT,CAN,2020-10-03,171.46,10.25,0.348,LOW,0
CH0000804,731801962,443887,VISA,CREDIT,GBR,2020-06-19,95.49,6.43,0.139,LOW,0
CH0000805,592331990,556337,MASTERCARD,DEBIT,USA,2022-03-21,48.88,159.44,0.37,LOW,0
CH0000806,683153633,535660,MASTERCARD,PREPAID,IND,2019-03-01,162.59,9.96,0.322,LOW,0
CH0000807,628435093,535017,MASTERCARD,CREDIT,IND,2024-07-09,39.62,10.05,0.857,LOW,0
CH0000808,654979529,551986,MASTERCARD,DEBIT,GBR,2022-03-05,51.62,38.21,0.305,MEDIUM,0
CH0000809,384592736,535660,MASTERCARD,DEBIT,USA,2024-05-31,101.83,11.54,0.148,LOW,0
CH0000810,321655996,409417,VISA,DEBIT,CAN,2020-04-03,79.94,10.32,0.372,LOW,0
CH0000811,808688998,469736,VISA,CREDIT,ESP,2018-07-18,38.9,4.83,0.334,MEDIUM,1
CH0000812,408431770,516405,MASTERCARD,CREDIT,USA,2019-10-16,19.51,32.32,0.429,LOW,1
CH0000813,594229944,516405,MASTERCARD,CREDIT,GBR,2023-12-04,65.7,14.27,0.504,LOW,0
CH0000814,277275771,519127,MASTERCARD,PREPAID,GBR,2019-08-23,37.27,39.89,0.168,LOW,0
CH0000815,488276375,548056,MASTERCARD,DEBIT,USA,2023-04-04,68.29,25.91,0.05,LOW,0
CH0000816,573738995,469736,VISA,CREDIT,GBR,2022-08-12,47.62,28.54,0.295,LOW,0
CH0000817,424591600,497561,VISA,CREDIT,AUS,2021-02-01,37.56,20.65,0.566,LOW,0
CH0000818,965594167,545873,MASTERCARD,CREDIT,USA,2021-11-27,53.81,22.98,0.252,LOW,0
CH0000819,561465319,452647,VISA,DEBIT,USA,2023-09-15,62.88,15.85,0.185,LOW,0
CH0000820,827470366,551986,MASTERCARD,CREDIT,USA,2021-05-22,116.28,16.78,0.18,LOW,0
CH0000821,763035118,545873,MASTERCARD,CREDIT,GBR,2023-08-21,93.56,14.06,0.547,MEDIUM,1
CH0000822,602485476,408925,VISA,DEBIT,USA,2020-02-12,356.22,67.25,0.323,LOW,0
CH0000823,215441123,548056,MASTERCARD,CREDIT,USA,2024-06-24,74.68,21.38,0.389,MEDIUM,0
CH0000824,928951476,549302,MASTERCARD,DEBIT,GBR,2019-06-30,38.93,6.97,0.346,HIGH,0
CH0000825,865203424,528539,MASTERCARD,DEBIT,IND,2018-05-04,58.38,31.67,0.209,LOW,0
CH0000826,553269631,409417,VISA,CREDIT,USA,2019-12-04,105.07,16.74,0.142,LOW,0
CH0000827,760052757,548056,MASTERCARD,DEBIT,USA,2020-11-15,148.82,26.4,0.249,MEDIUM,0
CH0000828,568247602,497561,VISA,CREDIT,DEU,2021-12-27,195.03,23.06,0.17,LOW,0
CH0000829,341888030,546786,MASTERCARD,CREDIT,GBR,2021-05-22,29.56,66.29,0.281,LOW,0
CH0000830,819883368,477394,VISA,DEBIT,USA,2021-07-04,185.78,21.54,0.414,MEDIUM,0
CH0000831,321329671,528539,MASTERCARD,DEBIT,AUS,2018-12-17,64.28,44.24,0.371,LOW,0
CH0000832,383005622,528539,MASTERCARD,DEBIT,GBR,2024-02-10,31.77,41.53,0.296,LOW,0
CH0000833,567362438,548056,MASTERCARD,DEBIT,USA,2020-12-13,56.65,11.94,0.219,LOW,1
CH0000834,853644125,548056,MASTERCARD,CREDIT,CAN,2021-04-02,175.67,30.35,0.192,LOW,0
CH0000835,544727481,477394,VISA,DEBIT,USA,2023-03-12,96.14,17.2,0.252,LOW,0
CH0000836,137498787,545873,MASTERCARD,PREPAID,FRA,2022-03-07,25.29,13.13,0.474,LOW,1
CH0000837,204271051,452647,VISA,DEBIT,USA,2021-10-11,25.44,13.16,0.407,LOW,0
CH0000838,150352588,516405,MASTERCARD,DEBIT,USA,2024-09-26,24.88,44.38,0.515,LOW,0
CH0000839,164853232,477394,VISA,PREPAID,GBR,2021-09-28,37.14,132.4,0.197,MEDIUM,0
CH0000840,881668472,516405,MASTERCARD,DEBIT,GBR,2023-10-26,70.95,16.72,0.601,MEDIUM,0
CH0000841,857793888,408594,VISA,CREDIT,USA,2022-04-12,27.09,30.86,0.333,LOW,0
CH0000842,839697676,549302,MASTERCARD,CREDIT,GBR,2023-02-03,47.34,32.66,0.543,HIGH,0
CH0000843,150011124,549302,MASTERCARD,CREDIT,USA,2019-11-17,204.72,19.73,0.264,LOW,0
CH0000844,169880411,485858,VISA,DEBIT,GBR,2018-06-24,243.29,63.09,0.382,LOW,0
CH0000845,352550292,452647,VISA,DEBIT,GBR,2024-03-26,230.53,101.31,0.606,LOW,0
CH0000846,608765593,535017,MASTERCARD,PREPAID,USA,2023-03-28,15.86,18.94,0.325,LOW,0
CH0000847,400717035,545873,MASTERCARD,DEBIT,IND,2023-11-24,254.42,76.76,0.581,LOW,0
CH0000848,538804089,477394,VISA,CREDIT,GBR,2021-09-14,71.76,19.53,0.472,LOW,0
CH0000849,255695000,452647,VISA,CREDIT,CAN,2022-06-16,70.98,15.15,0.164,LOW,0
CH0000850,757700215,469736,VISA,CREDIT,GBR,2021-11-24,151.88,24.94,0.046,LOW,0
CH0000851,382504032,549302,MASTERCARD,CREDIT,GBR,2024-06-29,117.07,45.67,0.457,LOW,0
CH0000852,159886738,545873,MASTERCARD,PREPAID,FRA,2019-01-31,14.96,25.47,0.266,MEDIUM,0
CH0000853,768423309,408925,VISA,DEBIT,DEU,2018-04-19,40.85,42.21,0.311,MEDIUM,0
CH0000854,912509557,545873,MASTERCARD,CREDIT,USA,2018-10-23,49.76,31.06,0.239,LOW,0
CH0000855,493005739,516405,MASTERCARD,CREDIT,USA,2021-08-15,23.01,61.05,0.129,LOW,0
CH0000856,735548332,551986,MASTERCARD,DEBIT,AUS,2020-06-19,148.08,37.28,0.521,MEDIUM,0
CH0000857,870893220,477394,VISA,PREPAID,USA,2024-08-20,210.85,67.92,0.141,LOW,0
CH0000858,473689029,469736,VISA,DEBIT,GBR,2020-11-04,66.13,16.21,0.218,LOW,0
CH0000859,435035415,452647,VISA,DEBIT,GBR,2020-11-11,84.68,24.0,0.276,LOW,0
CH0000860,738258349,443301,VISA,CREDIT,GBR,2020-01-03,66.09,27.09,0.445,LOW,0
CH0000861,238251608,452647,VISA,PREPAID,CAN,2019-09-10,72.19,16.24,0.386,LOW,0
CH0000862,315479185,477394,VISA,DEBIT,USA,2024-12-21,163.06,14.82,0.253,LOW,0
CH0000863,640756366,465456,VISA,CREDIT,GBR,2022-03-20,16.24,34.1,0.477,LOW,0
CH0000864,701609155,535660,MASTERCARD,DEBIT,GBR,2021-09-10,98.38,40.41,0.111,LOW,0
CH0000865,557479177,408594,VISA,DEBIT,GBR,2021-09-22,67.32,29.01,0.522,MEDIUM,0
CH0000866,428427424,516405,MASTERCARD,DEBIT,CAN,2021-04-05,37.68,51.18,0.219,LOW,1
CH0000867,551570117,477394,VISA,CREDIT,DEU,2020-03-27,44.58,13.99,0.304,LOW,0
CH0000868,962586261,548056,MASTERCARD,DEBIT,USA,2021-01-01,288.85,21.44,0.147,LOW,0
CH0000869,168949449,409417,VISA,DEBIT,CAN,2023-05-24,23.06,13.36,0.091,LOW,0
CH0000870,995918024,532518,MASTERCARD,CREDIT,GBR,2020-06-25,58.27,29.48,0.073,LOW,0
CH0000871,504620825,551986,MASTERCARD,DEBIT,USA,2020-12-06,245.57,36.33,0.33,LOW,0
CH0000872,794894401,409417,VISA,DEBIT,USA,2023-08-16,24.14,60.65,0.177,LOW,0
CH0000873,482023557,545873,MASTERCARD,DEBIT,GBR,2020-09-15,46.3,13.38,0.326,LOW,0
CH0000874,379865358,485858,VISA,CREDIT,USA,2021-06-13,68.98,33.9,0.175,LOW,0
CH0000875,793539758,548056,MASTERCARD,CREDIT,AUS,2019-07-14,92.77,64.18,0.343,LOW,0
CH0000876,718898543,477394,VISA,CREDIT,GBR,2022-04-28,62.54,14.86,0.361,LOW,0
CH0000877,229652183,452647,VISA,DEBIT,USA,2018-12-13,32.58,12.91,0.523,LOW,0
CH0000878,734865728,443301,VISA,DEBIT,AUS,2021-05-06,95.39,11.19,0.593,MEDIUM,1
CH0000879,777769646,528539,MASTERCARD,CREDIT,CAN,2018-08-12,61.53,39.44,0.403,LOW,0
CH0000880,933084576,452647,VISA,DEBIT,USA,2024-04-15,110.19,17.54,0.403,LOW,1
CH0000881,676799770,545873,MASTERCARD,DEBIT,GBR,2024-02-14,139.62,36.12,0.141,LOW,0
CH0000882,400265531,420146,VISA,DEBIT,AUS,2023-07-02,20.31,23.81,0.227,LOW,0
CH0000883,109654880,408594,VISA,DEBIT,GBR,2019-06-16,152.4,79.88,0.309,MEDIUM,0
CH0000884,707464352,443301,VISA,DEBIT,GBR,2021-07-20,54.4,43.5,0.378,LOW,0
CH0000885,288151892,528539,MASTERCARD,PREPAID,GBR,2020-05-29,129.05,16.74,0.114,LOW,0
CH0000886,780873854,532518,MASTERCARD,DEBIT,USA,2024-11-04,99.0,22.62,0.328,LOW,0
CH0000887,572579471,443887,VISA,CREDIT,IND,2022-06-21,293.91,43.5,0.13,LOW,0
CH0000888,520053929,516405,MASTERCARD,DEBIT,AUS,2022-08-03,67.02,14.28,0.401,MEDIUM,0
CH0000889,247376173,452647,VISA,CREDIT,USA,2018-09-26,48.3,55.11,0.268,LOW,1
CH0000890,249316180,408925,VISA,CREDIT,ESP,2024-04-08,44.24,23.33,0.259,LOW,0
CH0000891,475978345,546786,MASTERCARD,PREPAID,USA,2019-02-28,29.09,44.05,0.499,LOW,0
CH0000892,852673860,443887,VISA,DEBIT,USA,2022-06-27,127.29,24.1,0.346,LOW,0
CH0000893,928329262,485858,VISA,CREDIT,GBR,2019-09-28,27.63,19.8,0.159,LOW,0
CH0000894,990219701,535660,MASTERCARD,DEBIT,GBR,2023-01-04,126.4,17.95,0.204,LOW,0
CH0000895,962210774,408594,VISA,CREDIT,USA,2024-08-03,55.77,76.66,0.406,LOW,0
CH0000896,600372484,528539,MASTERCARD,PREPAID,IND,2020-05-19,16.27,22.71,0.164,MEDIUM,0
CH0000897,280432486,549302,MASTERCARD,CREDIT,GBR,2023-10-12,219.34,172.15,0.359,LOW,0
CH0000898,855162756,532518,MASTERCARD,CREDIT,USA,2023-12-23,4.48,29.7,0.265,LOW,0
CH0000899,821467470,545873,MASTERCARD,CREDIT,GBR,2018-10-07,62.46,16.27,0.431,LOW,0
CH0000900,991289496,535017,MASTERCARD,PREPAID,USA,2023-06-12,80.41,10.47,0.637,HIGH,0
CH0000901,685853105,420146,VISA,DEBIT,GBR,2018-05-02,10.54,56.81,0.571,HIGH,1
CH0000902,227436299,548056,MASTERCARD,DEBIT,GBR,2022-08-15,94.92,24.14,0.31,HIGH,0
CH0000903,552611981,546786,MASTERCARD,CREDIT,GBR,2023-02-07,39.02,44.42,0.42,MEDIUM,0
CH0000904,503421051,528539,MASTERCARD,PREPAID,AUS,2021-11-26,54.66,109.22,0.288,LOW,0
CH0000905,858652518,443887,VISA,DEBIT,CAN,2023-02-06,195.27,40.5,0.308,MEDIUM,0
CH0000906,453315443,548056,MASTERCARD,DEBIT,GBR,2018-09-15,74.75,33.19,0.279,LOW,0
CH0000907,395733436,551986,MASTERCARD,CREDIT,GBR,2020-11-06,50.38,56.59,0.611,LOW,0
CH0000908,779797154,420146,VISA,DEBIT,USA,2019-12-14,58.19,43.92,0.25,LOW,0
CH0000909,137104930,535017,MASTERCARD,DEBIT,GBR,2024-06-17,276.13,12.71,0.3,LOW,0
CH0000910,531746320,420146,VISA,DEBIT,AUS,2023-05-12,92.18,60.32,0.271,LOW,0
CH0000911,522394240,443301,VISA,DEBIT,USA,2020-12-13,32.88,26.38,0.141,MEDIUM,0
CH0000912,927038100,545873,MASTERCARD,CREDIT,AUS,2021-09-07,45.12,68.36,0.263,LOW,0
CH0000913,375710046,452647,VISA,DEBIT,GBR,2018-06-05,25.74,36.75,0.542,HIGH,0
CH0000914,262833986,408925,VISA,DEBIT,ESP,2020-02-02,46.46,55.42,0.273,LOW,0
CH0000915,319676116,477394,VISA,CREDIT,CAN,2022-12-20,241.37,23.69,0.291,LOW,0
CH0000916,916393258,443301,VISA,DEBIT,IND,2021-11-27,58.38,10.91,0.2,LOW,0
CH0000917,946649914,551986,MASTERCARD,DEBIT,FRA,2019-12-15,22.88,38.02,0.489,MEDIUM,0
CH0000918,140184179,528539,MASTERCARD,DEBIT,USA,2022-03-16,94.14,48.72,0.279,LOW,0
CH0000919,668882672,548056,MASTERCARD,DEBIT,GBR,2021-06-05,48.71,19.41,0.038,LOW,0
CH0000920,273304964,465456,VISA,CREDIT,USA,2019-07-28,104.49,24.0,0.272,LOW,0
CH0000921,362853396,546786,MASTERCARD,DEBIT,CAN,2023-01-13,54.93,7.18,0.355,MEDIUM,0
CH0000922,274948319,535017,MASTERCARD,DEBIT,AUS,2024-04-20,211.92,24.7,0.301,LOW,0
CH0000923,541177787,516405,MASTERCARD,DEBIT,USA,2022-03-10,32.18,12.8,0.543,HIGH,1
CH0000924,996049564,408594,VISA,DEBIT,IND,2023-06-30,26.26,36.98,0.031,LOW,0
CH0000925,627800654,465456,VISA,DEBIT,GBR,2021-04-01,141.19,33.15,0.346,MEDIUM,0
CH0000926,750918799,528539,MASTERCARD,DEBIT,GBR,2019-03-17,13.43,27.36,0.541,LOW,0
CH0000927,543960977,535017,MASTERCARD,DEBIT,USA,2019-10-30,58.12,59.95,0.21,HIGH,0
CH0000928,112516543,477394,VISA,DEBIT,USA,2020-01-18,126.53,31.33,0.249,MEDIUM,0
CH0000929,341985336,532518,MASTERCARD,CREDIT,GBR,2021-04-28,11.52,30.45,0.27,HIGH,0
CH0000930,319300708,465456,VISA,DEBIT,CAN,2018-12-22,70.23,32.88,0.148,LOW,0
CH0000931,856521517,477394,VISA,DEBIT,USA,2018-09-21,20.15,19.11,0.131,LOW,0
CH0000932,859229545,551986,MASTERCARD,CREDIT,USA,2019-11-08,15.24,49.15,0.341,LOW,0
CH0000933,868709241,546786,MASTERCARD,DEBIT,GBR,2024-03-10,28.42,15.65,0.301,LOW,0
CH0000934,673829829,409417,VISA,CREDIT,GBR,2022-12-19,57.59,34.94,0.33,LOW,0
CH0000935,600555839,528539,MASTERCARD,DEBIT,IND,2018-07-03,37.91,56.33,0.478,LOW,0
CH0000936,684234144,535017,MASTERCARD,DEBIT,AUS,2024-06-27,161.69,14.65,0.162,LOW,0
CH0000937,466126201,477394,VISA,PREPAID,GBR,2021-04-03,71.23,12.12,0.136,LOW,0
CH0000938,814998468,545873,MASTERCARD,DEBIT,CAN,2020-08-28,45.1,14.49,0.271,MEDIUM,0
CH0000939,786612716,551986,MASTERCARD,DEBIT,CAN,2022-05-01,23.38,80.66,0.247,LOW,0
CH0000940,652447295,548056,MASTERCARD,CREDIT,CAN,2020-03-21,79.78,18.81,0.257,LOW,1
CH0000941,152297633,556337,MASTERCARD,PREPAID,USA,2024-06-19,346.24,13.19,0.102,MEDIUM,0
CH0000942,752454489,535660,MASTERCARD,DEBIT,GBR,2023-07-01,38.0,33.78,0.405,LOW,1
CH0000943,429947545,465456,VISA,CREDIT,CAN,2022-12-23,41.74,5.29,0.309,LOW,0
CH0000944,893067201,443301,VISA,DEBIT,USA,2023-10-28,28.54,15.29,0.258,LOW,0
CH0000945,404610834,532518,MASTERCARD,CREDIT,GBR,2022-01-07,171.97,63.34,0.583,LOW,0
CH0000946,938254798,556337,MASTERCARD,DEBIT,USA,2021-10-23,139.99,15.28,0.277,LOW,0
CH0000947,860030984,465456,VISA,CREDIT,USA,2018-08-23,46.66,23.19,0.356,LOW,0
CH0000948,397996321,465456,VISA,DEBIT,USA,2021-09-12,41.3,32.35,0.431,LOW,0
CH0000949,534315257,551986,MASTERCARD,CREDIT,DEU,2019-11-12,31.34,32.36,0.323,HIGH,0
CH0000950,578213229,477394,VISA,DEBIT,USA,2024-05-20,52.91,19.7,0.327,LOW,0
CH0000951,791764829,477394,VISA,CREDIT,GBR,2024-07-31,150.79,37.63,0.08,LOW,0
CH0000952,866813964,528539,MASTERCARD,CREDIT,FRA,2022-04-23,68.94,64.57,0.313,MEDIUM,0
CH0000953,432881012,532518,MASTERCARD,CREDIT,GBR,2022-10-06,186.81,14.34,0.552,LOW,0
CH0000954,487778289,528539,MASTERCARD,PREPAID,GBR,2018-09-26,37.48,20.27,0.383,LOW,0
CH0000955,918597018,549302,MASTERCARD,DEBIT,AUS,2021-08-28,10.48,25.45,0.11,MEDIUM,0
CH0000956,628411545,469736,VISA,CREDIT,FRA,2021-09-07,536.07,41.26,0.483,MEDIUM,0
CH0000957,208149529,528539,MASTERCARD,DEBIT,IND,2019-03-26,79.18,27.66,0.275,LOW,0
CH0000958,406531715,469736,VISA,PREPAID,USA,2019-02-16,124.32,25.12,0.342,LOW,0
CH0000959,624625493,408594,VISA,CREDIT,USA,2019-09-24,35.52,10.7,0.19,LOW,0
CH0000960,863178680,528539,MASTERCARD,DEBIT,AUS,2022-01-07,22.42,13.74,0.663,LOW,0
CH0000961,578269936,535660,MASTERCARD,DEBIT,DEU,2023-07-09,75.47,30.44,0.177,LOW,0
CH0000962,565295201,528539,MASTERCARD,CREDIT,GBR,2024-09-27,13.55,19.92,0.393,LOW,0
CH0000963,119744331,443887,VISA,CREDIT,AUS,2024-08-21,53.86,22.08,0.395,LOW,0
CH0000964,458697255,519127,MASTERCARD,CREDIT,USA,2019-06-19,151.09,26.12,0.213,MEDIUM,0
CH0000965,998385426,545873,MASTERCARD,CREDIT,GBR,2024-02-01,95.47,110.5,0.091,HIGH,0
CH0000966,925603904,535660,MASTERCARD,DEBIT,GBR,2022-03-05,81.77,20.12,0.23,MEDIUM,0
CH0000967,666081727,528539,MASTERCARD,PREPAID,GBR,2021-07-29,269.08,62.31,0.732,MEDIUM,0
CH0000968,667749015,409417,VISA,CREDIT,FRA,2021-03-21,90.04,59.64,0.437,LOW,0
CH0000969,452353303,516405,MASTERCARD,CREDIT,USA,2024-05-16,14.53,43.92,0.09,LOW,0
CH0000970,259755923,549302,MASTERCARD,CREDIT,IND,2021-06-11,59.19,16.31,0.437,LOW,0
CH0000971,107692057,551986,MASTERCARD,CREDIT,GBR,2023-04-18,311.14,29.44,0.426,LOW,0
CH0000972,404970071,528539,MASTERCARD,CREDIT,CAN,2022-09-05,52.06,21.45,0.141,LOW,0
CH0000973,384821329,535660,MASTERCARD,CREDIT,USA,2019-06-06,296.27,90.8,0.16,HIGH,0
CH0000974,272442708,477394,VISA,CREDIT,DEU,2021-11-14,151.25,34.69,0.493,LOW,0
CH0000975,122340818,443301,VISA,CREDIT,USA,2022-04-07,48.1,23.86,0.355,LOW,0
CH0000976,647164174,519127,MASTERCARD,DEBIT,CAN,2024-11-15,28.1,79.12,0.175,LOW,0
CH0000977,934714411,556337,MASTERCARD,DEBIT,IND,2018-03-31,87.52,21.94,0.065,LOW,0
CH0000978,721719964,556337,MASTERCARD,CREDIT,USA,2020-12-19,184.27,37.75,0.382,LOW,0
CH0000979,503386594,408925,VISA,CREDIT,FRA,2019-11-14,18.86,41.32,0.413,LOW,0
CH0000980,478241360,409417,VISA,CREDIT,USA,2022-01-18,73.43,33.4,0.298,LOW,0
CH0000981,376781564,551986,MASTERCARD,PREPAID,DEU,2023-03-11,13.03,25.44,0.398,LOW,0
CH0000982,228165477,551986,MASTERCARD,DEBIT,GBR,2023-02-19,50.82,44.81,0.461,LOW,0
CH0000983,638629471,465456,VISA,DEBIT,IND,2024-12-06,17.75,18.58,0.406,LOW,0
CH0000984,609871586,545873,MASTERCARD,CREDIT,DEU,2018-12-21,104.56,52.89,0.293,LOW,0
CH0000985,106583010,443887,VISA,PREPAID,DEU,2021-06-01,38.43,22.9,0.38,MEDIUM,0
CH0000986,473969367,497561,VISA,DEBIT,USA,2022-08-07,168.41,60.5,0.112,MEDIUM,0
CH0000987,350219895,485858,VISA,DEBIT,USA,2020-03-17,43.28,50.79,0.458,LOW,0
CH0000988,732730118,477394,VISA,DEBIT,CAN,2024-02-08,40.24,37.7,0.238,LOW,0
CH0000989,573243536,477394,VISA,DEBIT,GBR,2021-10-21,18.32,25.68,0.41,LOW,0
CH0000990,742133475,528539,MASTERCARD,CREDIT,FRA,2022-01-11,91.18,52.54,0.193,MEDIUM,0
CH0000991,983625351,516405,MASTERCARD,DEBIT,GBR,2018-11-07,98.86,38.19,0.508,LOW,0
CH0000992,822486386,519127,MASTERCARD,DEBIT,GBR,2019-08-02,141.43,3.94,0.61,LOW,0
CH0000993,658321937,497561,VISA,CREDIT,CAN,2019-10-16,112.64,16.6,0.111,LOW,0
CH0000994,891119398,409417,VISA,CREDIT,USA,2023-03-23,91.93,30.0,0.174,LOW,0
CH0000995,529755285,420146,VISA,CREDIT,GBR,2021-06-18,107.41,32.07,0.601,MEDIUM,0
CH0000996,986289938,545873,MASTERCARD,DEBIT,GBR,2018-05-09,116.45,41.44,0.294,LOW,0
CH0000997,785289305,420146,VISA,DEBIT,ESP,2024-11-08,137.84,68.67,0.279,LOW,0
CH0000998,685795013,516405,MASTERCARD,DEBIT,USA,2020-07-29,19.65,38.55,0.099,MEDIUM,0
CH0000999,912995083,532518,MASTERCARD,PREPAID,ESP,2022-09-11,46.09,7.76,0.177,LOW,0
CH0001000,563571010,528539,MASTERCARD,DEBIT,GBR,2019-12-19,18.2,30.53,0.144,LOW,0
CH0001001,748626351,485858,VISA,CREDIT,USA,2021-08-21,86.98,56.23,0.303,LOW,0
CH0001002,356257796,546786,MASTERCARD,CREDIT,GBR,2020-03-30,245.66,28.99,0.475,MEDIUM,0
CH0001003,966890100,485858,VISA,CREDIT,USA,2023-04-16,136.6,30.63,0.479,LOW,0
CH0001004,661030646,408925,VISA,DEBIT,GBR,2019-01-06,41.03,20.15,0.244,LOW,0
CH0001005,803804652,535660,MASTERCARD,DEBIT,GBR,2019-04-26,99.92,47.92,0.202,LOW,0
CH0001006,514663895,548056,MASTERCARD,CREDIT,USA,2020-09-02,88.16,21.94,0.555,MEDIUM,0
CH0001007,880121293,516405,MASTERCARD,DEBIT,CAN,2022-02-10,80.36,38.7,0.403,LOW,0
CH0001008,166760080,465456,VISA,CREDIT,USA,2023-12-16,23.51,35.06,0.429,LOW,0
CH0001009,202693663,556337,MASTERCARD,DEBIT,USA,2023-08-09,190.97,28.01,0.317,HIGH,0
CH0001010,556404838,556337,MASTERCARD,PREPAID,USA,2022-04-14,25.99,36.25,0.469,LOW,0
CH0001011,759172151,497561,VISA,CREDIT,USA,2019-09-18,49.73,30.6,0.378,LOW,0
CH0001012,496079828,535017,MASTERCARD,DEBIT,CAN,2018-07-31,143.64,58.35,0.091,LOW,0
CH0001013,684705885,485858,VISA,CREDIT,CAN,2020-11-13,49.47,40.69,0.284,LOW,0
CH0001014,597793421,516405,MASTERCARD,CREDIT,AUS,2018-08-22,71.05,50.59,0.453,MEDIUM,0
CH0001015,965370653,528539,MASTERCARD,CREDIT,GBR,2023-08-27,73.38,17.14,0.073,MEDIUM,0
CH0001016,688692167,532518,MASTERCARD,DEBIT,USA,2019-12-18,70.3,16.51,0.537,LOW,0
CH0001017,475159543,532518,MASTERCARD,DEBIT,AUS,2021-05-20,73.12,28.15,0.294,LOW,1
CH0001018,972833603,497561,VISA,CREDIT,FRA,2024-01-14,79.13,42.51,0.27,MEDIUM,0
CH0001019,196527735,532518,MASTERCARD,DEBIT,USA,2020-04-15,70.79,37.3,0.441,MEDIUM,1
CH0001020,986120272,535660,MASTERCARD,CREDIT,USA,2018-11-16,32.58,17.27,0.543,LOW,0
CH0001021,238611740,443887,VISA,DEBIT,CAN,2021-12-14,19.3,43.31,0.108,LOW,0
CH0001022,359405420,465456,VISA,CREDIT,ESP,2023-04-05,148.19,18.6,0.39,MEDIUM,0
CH0001023,839323060,551986,MASTERCARD,DEBIT,USA,2022-12-10,153.7,40.62,0.478,LOW,0
CH0001024,760378146,549302,MASTERCARD,CREDIT,GBR,2020-12-02,87.35,32.2,0.144,LOW,1
CH0001025,973318815,546786,MASTERCARD,DEBIT,AUS,2020-04-27,86.77,23.69,0.26,LOW,0
CH0001026,774985183,528539,MASTERCARD,DEBIT,IND,2023-07-09,32.07,19.66,0.337,LOW,0
CH0001027,411843574,549302,MASTERCARD,DEBIT,GBR,2020-05-03,9.48,29.37,0.477,LOW,0
CH0001028,104241300,409417,VISA,CREDIT,GBR,2019-12-07,54.66,28.5,0.105,LOW,0
CH0001029,211482797,409417,VISA,DEBIT,USA,2024-11-14,14.62,14.47,0.082,LOW,0
CH0001030,367999511,545873,MASTERCARD,CREDIT,IND,2022-05-22,77.29,38.91,0.592,LOW,0
CH0001031,799608813,551986,MASTERCARD,DEBIT,CAN,2023-05-27,189.31,54.27,0.21,MEDIUM,0
CH0001032,966929276,548056,MASTERCARD,CREDIT,GBR,2019-08-15,40.74,45.44,0.372,LOW,0
CH0001033,540729766,546786,MASTERCARD,CREDIT,GBR,2020-08-12,42.65,32.75,0.266,LOW,0
